Unnamed: 0,timestamp,open_price,close_price,high_price,low_price
57,2020-01-02 00:00:00+00:00,0.1931,0.1874,0.1931,0.1858
58,2020-01-03 00:00:00+00:00,0.1874,0.1933,0.1939,0.1846
59,2020-01-04 00:00:00+00:00,0.1934,0.193,0.1937,0.1912
60,2020-01-05 00:00:00+00:00,0.193,0.1947,0.1974,0.193
61,2020-01-06 00:00:00+00:00,0.1947,0.2234,0.2235,0.1943
62,2020-01-07 00:00:00+00:00,0.2235,0.2138,0.2254,0.2074
63,2020-01-08 00:00:00+00:00,0.2138,0.2074,0.2183,0.2031
64,2020-01-09 00:00:00+00:00,0.2074,0.2037,0.2087,0.2013
65,2020-01-10 00:00:00+00:00,0.2037,0.2128,0.2129,0.2003
66,2020-01-11 00:00:00+00:00,0.2128,0.2116,0.2199,0.2086
67,2020-01-12 00:00:00+00:00,0.2116,0.2152,0.2168,0.2098
68,2020-01-13 00:00:00+00:00,0.2152,0.2117,0.2155,0.2098
69,2020-01-14 00:00:00+00:00,0.2115,0.2348,0.2443,0.2114
70,2020-01-15 00:00:00+00:00,0.2342,0.2335,0.2429,0.2262
71,2020-01-16 00:00:00+00:00,0.2335,0.229,0.2347,0.2225
72,2020-01-17 00:00:00+00:00,0.2289,0.2388,0.2441,0.2265
73,2020-01-18 00:00:00+00:00,0.2388,0.2434,0.2542,0.2316
74,2020-01-19 00:00:00+00:00,0.2432,0.2356,0.2514,0.2275
75,2020-01-20 00:00:00+00:00,0.2357,0.2327,0.2363,0.2241
76,2020-01-21 00:00:00+00:00,0.2327,0.2367,0.2414,0.2305
77,2020-01-22 00:00:00+00:00,0.2367,0.2369,0.2392,0.2324
78,2020-01-23 00:00:00+00:00,0.2369,0.2254,0.2369,0.2207
79,2020-01-24 00:00:00+00:00,0.2254,0.2221,0.226,0.2135
80,2020-01-25 00:00:00+00:00,0.2221,0.2193,0.2223,0.2163
81,2020-01-26 00:00:00+00:00,0.2193,0.2308,0.232,0.2179
82,2020-01-27 00:00:00+00:00,0.2311,0.2304,0.2336,0.2259
83,2020-01-28 00:00:00+00:00,0.2305,0.2396,0.2411,0.2305
84,2020-01-29 00:00:00+00:00,0.2393,0.235,0.2417,0.2339
85,2020-01-30 00:00:00+00:00,0.2349,0.2433,0.2463,0.2304
86,2020-01-31 00:00:00+00:00,0.2433,0.239,0.2446,0.2335
87,2020-02-01 00:00:00+00:00,0.2391,0.2412,0.2427,0.2371
88,2020-02-02 00:00:00+00:00,0.2412,0.2509,0.261,0.2359
89,2020-02-03 00:00:00+00:00,0.2508,0.2544,0.2593,0.2468
90,2020-02-04 00:00:00+00:00,0.2544,0.2663,0.27,0.2473
91,2020-02-05 00:00:00+00:00,0.2662,0.2778,0.2815,0.2662
92,2020-02-06 00:00:00+00:00,0.2778,0.2829,0.2875,0.2699
93,2020-02-07 00:00:00+00:00,0.2828,0.2791,0.2875,0.2772
94,2020-02-08 00:00:00+00:00,0.2791,0.2776,0.2818,0.264
95,2020-02-09 00:00:00+00:00,0.2774,0.2828,0.2893,0.2768
96,2020-02-10 00:00:00+00:00,0.2827,0.2733,0.2832,0.2676
97,2020-02-11 00:00:00+00:00,0.2732,0.2822,0.2842,0.2671
98,2020-02-12 00:00:00+00:00,0.2821,0.305,0.3095,0.2818
99,2020-02-13 00:00:00+00:00,0.3051,0.3276,0.3396,0.3002
100,2020-02-14 00:00:00+00:00,0.3273,0.3363,0.3393,0.3134
101,2020-02-15 00:00:00+00:00,0.3363,0.3073,0.3463,0.2955
102,2020-02-16 00:00:00+00:00,0.3073,0.2931,0.3188,0.2692
103,2020-02-17 00:00:00+00:00,0.2928,0.2873,0.295,0.2695
104,2020-02-18 00:00:00+00:00,0.2874,0.2984,0.3031,0.2759
105,2020-02-19 00:00:00+00:00,0.2988,0.2748,0.3089,0.2707
106,2020-02-20 00:00:00+00:00,0.2747,0.2713,0.2814,0.2623
107,2020-02-21 00:00:00+00:00,0.2713,0.2744,0.279,0.2689
108,2020-02-22 00:00:00+00:00,0.2746,0.2754,0.2785,0.2707
109,2020-02-23 00:00:00+00:00,0.2754,0.284,0.2853,0.2753
110,2020-02-24 00:00:00+00:00,0.2842,0.2705,0.2851,0.264
111,2020-02-25 00:00:00+00:00,0.2704,0.2522,0.271,0.2513
112,2020-02-26 00:00:00+00:00,0.2522,0.2293,0.2549,0.223
113,2020-02-27 00:00:00+00:00,0.229,0.2262,0.23,0.2254
114,2020-02-28 00:00:00+00:00,0.2262,0.2262,0.2262,0.2262
115,2020-02-29 00:00:00+00:00,0.234,0.2291,0.2349,0.229
116,2020-03-01 00:00:00+00:00,0.2291,0.2274,0.2364,0.2242
117,2020-03-02 00:00:00+00:00,0.2272,0.2397,0.242,0.226
118,2020-03-03 00:00:00+00:00,0.2397,0.2342,0.2398,0.2301
119,2020-03-04 00:00:00+00:00,0.2342,0.235,0.2383,0.2305
120,2020-03-05 00:00:00+00:00,0.2347,0.2395,0.2434,0.2347
121,2020-03-06 00:00:00+00:00,0.2395,0.2452,0.2465,0.2386
122,2020-03-07 00:00:00+00:00,0.2452,0.2367,0.2457,0.2355
123,2020-03-08 00:00:00+00:00,0.2364,0.204,0.2364,0.2011
124,2020-03-09 00:00:00+00:00,0.2041,0.2095,0.2116,0.1985
125,2020-03-10 00:00:00+00:00,0.2096,0.2115,0.2161,0.2054
126,2020-03-11 00:00:00+00:00,0.2116,0.2081,0.2138,0.1995
127,2020-03-12 00:00:00+00:00,0.2081,0.1384,0.21,0.1312
128,2020-03-13 00:00:00+00:00,0.1384,0.1602,0.1677,0.1146
129,2020-03-14 00:00:00+00:00,0.1603,0.1458,0.1605,0.1436
130,2020-03-15 00:00:00+00:00,0.1457,0.1528,0.1644,0.1446
131,2020-03-16 00:00:00+00:00,0.1528,0.1413,0.1528,0.1282
132,2020-03-17 00:00:00+00:00,0.1419,0.1477,0.1526,0.1403
133,2020-03-18 00:00:00+00:00,0.1474,0.148,0.1497,0.1405
134,2020-03-19 00:00:00+00:00,0.1484,0.1653,0.1726,0.1448
135,2020-03-20 00:00:00+00:00,0.1651,0.1568,0.1755,0.1457
136,2020-03-21 00:00:00+00:00,0.157,0.1582,0.1619,0.1521
137,2020-03-22 00:00:00+00:00,0.1582,0.1478,0.1618,0.1464
138,2020-03-23 00:00:00+00:00,0.1478,0.159,0.1618,0.145
139,2020-03-24 00:00:00+00:00,0.159,0.1629,0.1644,0.1576
140,2020-03-25 00:00:00+00:00,0.1629,0.1622,0.1657,0.1574
141,2020-03-26 00:00:00+00:00,0.1621,0.1768,0.1779,0.1602
142,2020-03-27 00:00:00+00:00,0.1768,0.1728,0.1876,0.17
143,2020-03-28 00:00:00+00:00,0.1728,0.1759,0.1802,0.1666
144,2020-03-29 00:00:00+00:00,0.1759,0.1627,0.1769,0.1623
145,2020-03-30 00:00:00+00:00,0.1627,0.1716,0.1758,0.1625
146,2020-03-31 00:00:00+00:00,0.1716,0.1738,0.1783,0.1706
147,2020-04-01 00:00:00+00:00,0.1738,0.1755,0.1763,0.1683
148,2020-04-02 00:00:00+00:00,0.1757,0.1785,0.1869,0.1746
149,2020-04-03 00:00:00+00:00,0.1785,0.1798,0.1831,0.1762
150,2020-04-04 00:00:00+00:00,0.1798,0.1816,0.184,0.1777
151,2020-04-05 00:00:00+00:00,0.1816,0.1795,0.1825,0.1765
