,timestamp,open_price,close_price,high_price,low_price
0,2019-11-05T00:00:00Z,0.002581,0.002586,0.002628,0.002531
1,2019-11-06T00:00:00Z,0.002594,0.002592,0.002620,0.002545
2,2019-11-07T00:00:00Z,0.002592,0.002696,0.002749,0.002540
3,2019-11-08T00:00:00Z,0.002696,0.002635,0.002723,0.002539
4,2019-11-09T00:00:00Z,0.002635,0.002705,0.002738,0.002587
5,2019-11-10T00:00:00Z,0.002715,0.002763,0.002797,0.002652
6,2019-11-11T00:00:00Z,0.002763,0.002699,0.002773,0.002616
7,2019-11-12T00:00:00Z,0.002699,0.002694,0.002730,0.002615
8,2019-11-13T00:00:00Z,0.002694,0.002668,0.002709,0.002348
9,2019-11-14T00:00:00Z,0.002655,0.002654,0.002683,0.002592
10,2019-11-15T00:00:00Z,0.002654,0.002645,0.002685,0.002559
11,2019-11-16T00:00:00Z,0.002645,0.002650,0.002684,0.002587
12,2019-11-17T00:00:00Z,0.002650,0.002616,0.002680,0.002589
13,2019-11-18T00:00:00Z,0.002616,0.002527,0.002808,0.002048
14,2019-11-19T00:00:00Z,0.002527,0.002515,0.002557,0.002464
15,2019-11-20T00:00:00Z,0.002515,0.002514,0.002587,0.002487
16,2019-11-21T00:00:00Z,0.002532,0.002408,0.002560,0.002297
17,2019-11-22T00:00:00Z,0.002408,0.002361,0.002452,0.002164
18,2019-11-23T00:00:00Z,0.002361,0.002398,0.002414,0.002247
19,2019-11-24T00:00:00Z,0.002399,0.002251,0.002413,0.002228
20,2019-11-25T00:00:00Z,0.002237,0.002257,0.002331,0.002091
21,2019-11-26T00:00:00Z,0.002257,0.002271,0.002327,0.002211
22,2019-11-27T00:00:00Z,0.002271,0.002321,0.002380,0.002163
23,2019-11-28T00:00:00Z,0.002311,0.002285,0.002350,0.002256
24,2019-11-29T00:00:00Z,0.002285,0.002355,0.002386,0.002252
25,2019-11-30T00:00:00Z,0.002355,0.002295,0.002387,0.002238
26,2019-12-01T00:00:00Z,0.002286,0.002269,0.002316,0.002218
27,2019-12-02T00:00:00Z,0.002269,0.002226,0.002290,0.002147
28,2019-12-03T00:00:00Z,0.002226,0.002182,0.002265,0.002146
29,2019-12-04T00:00:00Z,0.002190,0.002170,0.002278,0.002091
30,2019-12-05T00:00:00Z,0.002164,0.002178,0.002217,0.002120
31,2019-12-06T00:00:00Z,0.002178,0.002190,0.002226,0.002100
32,2019-12-07T00:00:00Z,0.002190,0.002187,0.002251,0.002154
33,2019-12-08T00:00:00Z,0.002213,0.002200,0.002232,0.002141
34,2019-12-09T00:00:00Z,0.002191,0.002165,0.002245,0.002140
35,2019-12-10T00:00:00Z,0.002165,0.002135,0.002198,0.002113
36,2019-12-11T00:00:00Z,0.002135,0.002137,0.002174,0.002094
37,2019-12-12T00:00:00Z,0.002137,0.002134,0.002160,0.002095
38,2019-12-13T00:00:00Z,0.002134,0.002126,0.002173,0.002110
39,2019-12-14T00:00:00Z,0.002126,0.002111,0.002168,0.002071
40,2019-12-15T00:00:00Z,0.002111,0.002134,0.002173,0.002071
41,2019-12-16T00:00:00Z,0.002157,0.002082,0.002175,0.002046
42,2019-12-17T00:00:00Z,0.002082,0.001980,0.002112,0.001930
43,2019-12-18T00:00:00Z,0.001980,0.002051,0.002087,0.001877
44,2019-12-19T00:00:00Z,0.002069,0.002027,0.002099,0.001976
45,2019-12-20T00:00:00Z,0.002027,0.002033,0.002069,0.001979
46,2019-12-21T00:00:00Z,0.002024,0.002043,0.002066,0.002000
47,2019-12-22T00:00:00Z,0.002043,0.002088,0.002115,0.002015
48,2019-12-23T00:00:00Z,0.002094,0.002049,0.002121,0.002008
49,2019-12-24T00:00:00Z,0.002049,0.002021,0.002060,0.001976
50,2019-12-25T00:00:00Z,0.002021,0.002034,0.002075,0.001982
51,2019-12-26T00:00:00Z,0.002034,0.002020,0.002071,0.001982
52,2019-12-27T00:00:00Z,0.002020,0.002022,0.002067,0.001970
53,2019-12-28T00:00:00Z,0.002022,0.002044,0.002091,0.002001
54,2019-12-29T00:00:00Z,0.002044,0.002033,0.002075,0.002004
55,2019-12-30T00:00:00Z,0.002047,0.002015,0.002059,0.001987
56,2019-12-31T00:00:00Z,0.002015,0.002009,0.002033,0.001969
57,2020-01-01T00:00:00Z,0.002013,0.002018,0.002058,0.001976
58,2020-01-02T00:00:00Z,0.002025,0.001992,0.002047,0.001934
59,2020-01-03T00:00:00Z,0.002002,0.002018,0.002058,0.001958
60,2020-01-04T00:00:00Z,0.002018,0.002050,0.002091,0.001992
61,2020-01-05T00:00:00Z,0.002069,0.002062,0.002118,0.002022
62,2020-01-06T00:00:00Z,0.002062,0.002132,0.002156,0.002055
63,2020-01-07T00:00:00Z,0.002132,0.002172,0.002195,0.002089
64,2020-01-08T00:00:00Z,0.002182,0.002094,0.002241,0.002054
65,2020-01-09T00:00:00Z,0.002094,0.002123,0.002192,0.002048
66,2020-01-10T00:00:00Z,0.002123,0.002201,0.002222,0.002083
67,2020-01-11T00:00:00Z,0.002208,0.002172,0.002260,0.002142
68,2020-01-12T00:00:00Z,0.002168,0.002200,0.002236,0.002144
69,2020-01-13T00:00:00Z,0.002200,0.002166,0.002230,0.002139
70,2020-01-14T00:00:00Z,0.002166,0.002348,0.002395,0.002147
71,2020-01-15T00:00:00Z,0.002348,0.002376,0.002499,0.002302
72,2020-01-16T00:00:00Z,0.002376,0.002330,0.002389,0.002264
73,2020-01-17T00:00:00Z,0.002325,0.002479,0.002504,0.002299
74,2020-01-18T00:00:00Z,0.002475,0.002507,0.002546,0.002406
75,2020-01-19T00:00:00Z,0.002507,0.002389,0.002610,0.002302
76,2020-01-20T00:00:00Z,0.002389,0.002370,0.002421,0.002320
77,2020-01-21T00:00:00Z,0.002379,0.002355,0.002407,0.002299
78,2020-01-22T00:00:00Z,0.002355,0.002335,0.002395,0.002310
79,2020-01-23T00:00:00Z,0.002335,0.002255,0.002369,0.002189
80,2020-01-24T00:00:00Z,0.002255,0.002261,0.002293,0.002183
81,2020-01-25T00:00:00Z,0.002267,0.002249,0.002272,0.002192
82,2020-01-26T00:00:00Z,0.002249,0.002287,0.002311,0.002205
83,2020-01-27T00:00:00Z,0.002292,0.002359,0.002434,0.002248
84,2020-01-28T00:00:00Z,0.002359,0.002435,0.002482,0.002325
85,2020-01-29T00:00:00Z,0.002435,0.002380,0.002484,0.002347
86,2020-01-30T00:00:00Z,0.002380,0.002409,0.002448,0.002316
87,2020-01-31T00:00:00Z,0.002409,0.002370,0.002448,0.002318
88,2020-02-01T00:00:00Z,0.002370,0.002404,0.002427,0.002353
89,2020-02-02T00:00:00Z,0.002404,0.002438,0.002507,0.002357
90,2020-02-03T00:00:00Z,0.002438,0.002413,0.002524,0.002366
91,2020-02-04T00:00:00Z,0.002409,0.002500,0.002526,0.002366
92,2020-02-05T00:00:00Z,0.002508,0.002589,0.002681,0.002468
93,2020-02-06T00:00:00Z,0.002582,0.002656,0.002691,0.002530
94,2020-02-07T00:00:00Z,0.002656,0.002794,0.002819,0.002623
95,2020-02-08T00:00:00Z,0.002794,0.003166,0.003288,0.002677
96,2020-02-09T00:00:00Z,0.003176,0.003221,0.003617,0.003050
97,2020-02-10T00:00:00Z,0.003211,0.002963,0.003323,0.002823
98,2020-02-11T00:00:00Z,0.002963,0.003038,0.003140,0.002820
99,2020-02-12T00:00:00Z,0.003038,0.003056,0.003183,0.003011
