,timestamp,open_price,close_price,high_price,low_price
0,2019-11-07T00:00:00Z,0.310700,0.290400,0.314700,0.287500
1,2019-11-08T00:00:00Z,0.290400,0.275500,0.290600,0.270800
2,2019-11-09T00:00:00Z,0.275400,0.280100,0.281900,0.274600
3,2019-11-10T00:00:00Z,0.280200,0.279200,0.284100,0.276900
4,2019-11-11T00:00:00Z,0.279200,0.274300,0.281100,0.269500
5,2019-11-12T00:00:00Z,0.274400,0.272200,0.276200,0.267400
6,2019-11-13T00:00:00Z,0.272300,0.272000,0.275400,0.270400
7,2019-11-14T00:00:00Z,0.272000,0.268100,0.272600,0.263800
8,2019-11-15T00:00:00Z,0.267900,0.260700,0.269100,0.252600
9,2019-11-16T00:00:00Z,0.260600,0.262500,0.264300,0.259200
10,2019-11-17T00:00:00Z,0.262500,0.263500,0.266400,0.259600
11,2019-11-18T00:00:00Z,0.263500,0.251800,0.263600,0.240900
12,2019-11-19T00:00:00Z,0.251800,0.254100,0.256300,0.243100
13,2019-11-20T00:00:00Z,0.254100,0.250200,0.258600,0.248300
14,2019-11-21T00:00:00Z,0.250200,0.243600,0.253300,0.235600
15,2019-11-22T00:00:00Z,0.243500,0.230900,0.245900,0.222400
16,2019-11-23T00:00:00Z,0.230900,0.234800,0.236100,0.226600
17,2019-11-24T00:00:00Z,0.234900,0.221300,0.235400,0.219800
18,2019-11-25T00:00:00Z,0.221100,0.218700,0.225300,0.201900
19,2019-11-26T00:00:00Z,0.218300,0.221200,0.222200,0.214100
20,2019-11-27T00:00:00Z,0.221200,0.224600,0.230200,0.213200
21,2019-11-28T00:00:00Z,0.224600,0.223800,0.230000,0.223000
22,2019-11-29T00:00:00Z,0.223800,0.230600,0.232800,0.223300
23,2019-11-30T00:00:00Z,0.230600,0.226200,0.232500,0.224300
24,2019-12-01T00:00:00Z,0.226200,0.225500,0.226200,0.219300
25,2019-12-02T00:00:00Z,0.225500,0.219600,0.227000,0.217900
26,2019-12-03T00:00:00Z,0.219600,0.219900,0.222100,0.218400
27,2019-12-04T00:00:00Z,0.219900,0.214600,0.225600,0.210200
28,2019-12-05T00:00:00Z,0.214500,0.221900,0.226400,0.212400
29,2019-12-06T00:00:00Z,0.221900,0.226400,0.227600,0.219700
30,2019-12-07T00:00:00Z,0.226400,0.228300,0.228900,0.224100
31,2019-12-08T00:00:00Z,0.228200,0.230000,0.233100,0.224900
32,2019-12-09T00:00:00Z,0.230000,0.224600,0.231200,0.221500
33,2019-12-10T00:00:00Z,0.224500,0.222900,0.225400,0.219200
34,2019-12-11T00:00:00Z,0.222700,0.221100,0.223800,0.220200
35,2019-12-12T00:00:00Z,0.221200,0.218600,0.222900,0.217300
36,2019-12-13T00:00:00Z,0.218500,0.221100,0.221100,0.215200
37,2019-12-14T00:00:00Z,0.220700,0.216500,0.221100,0.215000
38,2019-12-15T00:00:00Z,0.216500,0.217500,0.219400,0.214900
39,2019-12-16T00:00:00Z,0.217500,0.205600,0.217800,0.203500
40,2019-12-17T00:00:00Z,0.205500,0.183200,0.205500,0.178600
41,2019-12-18T00:00:00Z,0.183400,0.196200,0.200300,0.175200
42,2019-12-19T00:00:00Z,0.196200,0.188000,0.197400,0.184900
43,2019-12-20T00:00:00Z,0.187900,0.195300,0.198200,0.183900
44,2019-12-21T00:00:00Z,0.195400,0.191800,0.196500,0.190600
45,2019-12-22T00:00:00Z,0.191800,0.197200,0.197300,0.191000
46,2019-12-23T00:00:00Z,0.197300,0.189900,0.198900,0.188700
47,2019-12-24T00:00:00Z,0.189900,0.190700,0.193600,0.187500
48,2019-12-25T00:00:00Z,0.190600,0.188500,0.191600,0.186500
49,2019-12-26T00:00:00Z,0.188500,0.189300,0.194200,0.187400
50,2019-12-27T00:00:00Z,0.189300,0.190000,0.190100,0.184900
51,2019-12-28T00:00:00Z,0.190000,0.193100,0.194700,0.189700
52,2019-12-29T00:00:00Z,0.193100,0.196800,0.198400,0.191000
53,2019-12-30T00:00:00Z,0.196800,0.192700,0.197900,0.191600
54,2019-12-31T00:00:00Z,0.192800,0.192700,0.193700,0.189600
55,2020-01-01T00:00:00Z,0.192600,0.193100,0.195000,0.191900
56,2020-01-02T00:00:00Z,0.193100,0.187400,0.193100,0.185800
57,2020-01-03T00:00:00Z,0.187400,0.193300,0.193900,0.184600
58,2020-01-04T00:00:00Z,0.193400,0.193000,0.193700,0.191200
59,2020-01-05T00:00:00Z,0.193000,0.194700,0.197400,0.193000
60,2020-01-06T00:00:00Z,0.194700,0.223400,0.223500,0.194300
61,2020-01-07T00:00:00Z,0.223500,0.213800,0.225400,0.207400
62,2020-01-08T00:00:00Z,0.213800,0.207400,0.218300,0.203100
63,2020-01-09T00:00:00Z,0.207400,0.203700,0.208700,0.201300
64,2020-01-10T00:00:00Z,0.203700,0.212800,0.212900,0.200300
65,2020-01-11T00:00:00Z,0.212800,0.211600,0.219900,0.208600
66,2020-01-12T00:00:00Z,0.211600,0.215200,0.216800,0.209800
67,2020-01-13T00:00:00Z,0.215200,0.211700,0.215500,0.209800
68,2020-01-14T00:00:00Z,0.211500,0.234800,0.244300,0.211400
69,2020-01-15T00:00:00Z,0.234200,0.233500,0.242900,0.226200
70,2020-01-16T00:00:00Z,0.233500,0.229000,0.234700,0.222500
71,2020-01-17T00:00:00Z,0.228900,0.238800,0.244100,0.226500
72,2020-01-18T00:00:00Z,0.238800,0.243400,0.254200,0.231600
73,2020-01-19T00:00:00Z,0.243200,0.235600,0.251400,0.227500
74,2020-01-20T00:00:00Z,0.235700,0.232700,0.236300,0.224100
75,2020-01-21T00:00:00Z,0.232700,0.236700,0.241400,0.230500
76,2020-01-22T00:00:00Z,0.236700,0.236900,0.239200,0.232400
77,2020-01-23T00:00:00Z,0.236900,0.225400,0.236900,0.220700
78,2020-01-24T00:00:00Z,0.225400,0.222100,0.226000,0.213500
79,2020-01-25T00:00:00Z,0.222100,0.219300,0.222300,0.216300
80,2020-01-26T00:00:00Z,0.219300,0.230800,0.232000,0.217900
81,2020-01-27T00:00:00Z,0.231100,0.230400,0.233600,0.225900
82,2020-01-28T00:00:00Z,0.230500,0.239600,0.241100,0.230500
83,2020-01-29T00:00:00Z,0.239300,0.235000,0.241700,0.233900
84,2020-01-30T00:00:00Z,0.234900,0.243300,0.246300,0.230400
85,2020-01-31T00:00:00Z,0.243300,0.239000,0.244600,0.233500
86,2020-02-01T00:00:00Z,0.239100,0.241200,0.242700,0.237100
87,2020-02-02T00:00:00Z,0.241200,0.250900,0.261000,0.235900
88,2020-02-03T00:00:00Z,0.250800,0.254400,0.259300,0.246800
89,2020-02-04T00:00:00Z,0.254400,0.266300,0.270000,0.247300
90,2020-02-05T00:00:00Z,0.266200,0.277800,0.281500,0.266200
91,2020-02-06T00:00:00Z,0.277800,0.282900,0.287500,0.269900
92,2020-02-07T00:00:00Z,0.282800,0.279100,0.287500,0.277200
93,2020-02-08T00:00:00Z,0.279100,0.277600,0.281800,0.264000
94,2020-02-09T00:00:00Z,0.277400,0.282800,0.289300,0.276800
95,2020-02-10T00:00:00Z,0.282700,0.273300,0.283200,0.267600
96,2020-02-11T00:00:00Z,0.273200,0.282200,0.284200,0.267100
97,2020-02-12T00:00:00Z,0.282100,0.305000,0.309500,0.281800
98,2020-02-13T00:00:00Z,0.305100,0.327600,0.339600,0.300200
99,2020-02-14T00:00:00Z,0.327300,0.336300,0.339300,0.313400
100,2020-02-15T00:00:00Z,0.336300,0.307300,0.346300,0.295500
101,2020-02-16T00:00:00Z,0.307300,0.293100,0.318800,0.269200
102,2020-02-17T00:00:00Z,0.292800,0.287300,0.295000,0.269500
103,2020-02-18T00:00:00Z,0.287400,0.298400,0.303100,0.275900
104,2020-02-19T00:00:00Z,0.298800,0.274800,0.308900,0.270700
105,2020-02-20T00:00:00Z,0.274700,0.271300,0.281400,0.262300
106,2020-02-21T00:00:00Z,0.271300,0.274400,0.279000,0.268900
107,2020-02-22T00:00:00Z,0.274600,0.275400,0.278500,0.270700
108,2020-02-23T00:00:00Z,0.275400,0.284000,0.285300,0.275300
109,2020-02-24T00:00:00Z,0.284200,0.270500,0.285100,0.264000
110,2020-02-25T00:00:00Z,0.270400,0.252200,0.271000,0.251300
111,2020-02-26T00:00:00Z,0.252200,0.229300,0.254900,0.223000
112,2020-02-27T00:00:00Z,0.229000,0.226200,0.230000,0.225400
