,timestamp,open_price,close_price,high_price,low_price
0,2019-11-07T00:00:00Z,191.550000,186.430000,192.945000,183.945000
1,2019-11-08T00:00:00Z,186.820000,183.615000,188.900000,180.205000
2,2019-11-09T00:00:00Z,183.615000,184.740000,186.160000,182.075000
3,2019-11-10T00:00:00Z,184.740000,188.995000,192.215000,182.815000
4,2019-11-11T00:00:00Z,188.995000,184.645000,190.730000,183.345000
5,2019-11-12T00:00:00Z,184.645000,186.825000,187.855000,181.650000
6,2019-11-13T00:00:00Z,187.280000,187.815000,190.025000,184.033248
7,2019-11-14T00:00:00Z,187.815000,184.445000,188.935000,182.385000
8,2019-11-15T00:00:00Z,184.445000,179.790000,186.900000,176.810000
9,2019-11-16T00:00:00Z,179.790000,182.290000,183.830000,178.460000
10,2019-11-17T00:00:00Z,182.290000,183.900000,186.660000,179.510000
11,2019-11-18T00:00:00Z,183.900000,177.870000,184.495000,174.020000
12,2019-11-19T00:00:00Z,177.870000,175.665000,178.575000,172.045000
13,2019-11-20T00:00:00Z,175.665000,174.360000,177.740000,171.845217
14,2019-11-21T00:00:00Z,174.190000,160.785000,175.878711,155.175111
15,2019-11-22T00:00:00Z,160.785000,149.960000,162.885000,136.964635
16,2019-11-23T00:00:00Z,149.960000,152.125000,154.705000,145.862798
17,2019-11-24T00:00:00Z,152.125000,140.150000,153.340000,138.660000
18,2019-11-25T00:00:00Z,140.150000,146.210000,152.154055,131.750000
19,2019-11-26T00:00:00Z,146.210000,147.800000,150.195000,143.286072
20,2019-11-27T00:00:00Z,147.800000,152.920000,155.831753,140.915000
21,2019-11-28T00:00:00Z,152.920000,151.020000,155.395000,148.288161
22,2019-11-29T00:00:00Z,151.020000,154.760000,158.230000,150.060000
23,2019-11-30T00:00:00Z,154.760000,151.630000,155.830000,149.490000
24,2019-12-01T00:00:00Z,151.630000,150.870000,152.760000,145.545000
25,2019-12-02T00:00:00Z,150.870000,148.750000,152.005000,146.370000
26,2019-12-03T00:00:00Z,149.065000,147.205000,150.480000,145.420000
27,2019-12-04T00:00:00Z,147.510000,145.505000,152.675000,142.720000
28,2019-12-05T00:00:00Z,145.505000,148.215000,149.615000,143.390000
29,2019-12-06T00:00:00Z,148.215000,148.695000,150.160000,145.464314
30,2019-12-07T00:00:00Z,149.005000,147.345000,150.035000,146.650000
31,2019-12-08T00:00:00Z,147.345000,150.735000,152.445000,145.950000
32,2019-12-09T00:00:00Z,150.735000,147.365000,151.785000,146.290000
33,2019-12-10T00:00:00Z,147.055000,145.575000,148.695000,143.441364
34,2019-12-11T00:00:00Z,145.575000,143.335000,146.829848,141.665000
35,2019-12-12T00:00:00Z,143.335000,144.750000,146.225000,138.635000
36,2019-12-13T00:00:00Z,144.750000,144.610000,145.575000,142.390000
37,2019-12-14T00:00:00Z,144.295000,141.675000,145.305000,140.540000
38,2019-12-15T00:00:00Z,141.675000,142.400000,144.575000,139.199203
39,2019-12-16T00:00:00Z,142.400000,132.420000,142.945000,129.100000
40,2019-12-17T00:00:00Z,132.145000,121.765000,133.090000,119.257031
41,2019-12-18T00:00:00Z,121.765000,133.050000,134.806240,115.835000
42,2019-12-19T00:00:00Z,132.775000,128.310000,134.670000,124.916746
43,2019-12-20T00:00:00Z,128.310000,128.285000,129.690000,125.435000
44,2019-12-21T00:00:00Z,127.995000,127.150000,128.750000,126.305000
45,2019-12-22T00:00:00Z,127.415000,132.405000,133.555000,126.590000
46,2019-12-23T00:00:00Z,132.130000,127.845000,135.365000,125.895000
47,2019-12-24T00:00:00Z,127.845000,127.715000,130.025000,126.305000
48,2019-12-25T00:00:00Z,127.715000,124.920000,128.185000,122.905000
49,2019-12-26T00:00:00Z,124.920000,125.450000,132.505000,123.720000
50,2019-12-27T00:00:00Z,125.450000,126.155000,127.130000,121.770000
51,2019-12-28T00:00:00Z,125.875000,128.130000,129.835000,125.420000
