,timestamp,open_price,close_price,high_price,low_price
0,2019-11-05T00:00:00Z,61.470000,63.195000,64.325000,60.693120
1,2019-11-06T00:00:00Z,63.195000,64.005000,64.365827,62.327134
2,2019-11-07T00:00:00Z,64.005000,61.335000,64.490000,60.115000
3,2019-11-08T00:00:00Z,61.335000,60.295000,62.610000,58.530000
4,2019-11-09T00:00:00Z,60.295000,62.035000,62.567413,59.920000
5,2019-11-10T00:00:00Z,62.205000,63.710000,66.360000,60.905000
6,2019-11-11T00:00:00Z,63.710000,61.730000,64.525000,60.299949
7,2019-11-12T00:00:00Z,61.730000,61.400000,62.355000,59.560000
8,2019-11-13T00:00:00Z,61.400000,60.865000,62.085000,60.105000
9,2019-11-14T00:00:00Z,60.865000,58.910000,61.180000,58.255000
10,2019-11-15T00:00:00Z,58.910000,57.505000,60.775000,55.985000
11,2019-11-16T00:00:00Z,57.355000,58.230000,59.100000,56.910000
12,2019-11-17T00:00:00Z,58.230000,59.205000,60.160000,57.448829
13,2019-11-18T00:00:00Z,59.205000,55.720000,59.480000,53.739444
14,2019-11-19T00:00:00Z,55.720000,55.060000,56.305000,53.990000
15,2019-11-20T00:00:00Z,55.210000,54.915000,56.270000,54.324354
16,2019-11-21T00:00:00Z,55.060000,50.580000,55.370000,48.063943
17,2019-11-22T00:00:00Z,50.715000,47.430000,51.715000,43.375000
18,2019-11-23T00:00:00Z,47.430000,48.240000,48.820000,46.175000
19,2019-11-24T00:00:00Z,48.240000,44.050000,48.490000,43.505000
20,2019-11-25T00:00:00Z,44.050000,45.575000,47.645000,42.070000
21,2019-11-26T00:00:00Z,45.575000,46.950000,47.775000,45.160000
22,2019-11-27T00:00:00Z,47.075000,47.785000,48.850000,44.490000
23,2019-11-28T00:00:00Z,47.785000,46.880000,48.220000,46.281959
24,2019-11-29T00:00:00Z,46.880000,48.665000,49.500000,46.735000
25,2019-11-30T00:00:00Z,48.810000,47.270000,48.985000,46.610000
26,2019-12-01T00:00:00Z,47.270000,47.490000,48.585000,45.455000
27,2019-12-02T00:00:00Z,47.490000,45.520000,47.760000,44.630000
28,2019-12-03T00:00:00Z,45.520000,44.800000,46.330000,44.260000
29,2019-12-04T00:00:00Z,44.800000,44.715000,47.190000,43.555100
30,2019-12-05T00:00:00Z,44.715000,44.835000,45.335000,43.645000
31,2019-12-06T00:00:00Z,44.955000,45.345000,45.705000,43.985000
32,2019-12-07T00:00:00Z,45.345000,45.210000,46.563243,44.880000
33,2019-12-08T00:00:00Z,45.210000,45.625000,46.385000,44.760000
34,2019-12-09T00:00:00Z,45.625000,44.460000,45.980000,43.890794
35,2019-12-10T00:00:00Z,44.580000,44.115000,44.715000,43.525000
36,2019-12-11T00:00:00Z,44.000000,43.630000,44.535000,43.146915
37,2019-12-12T00:00:00Z,43.630000,43.595000,44.140000,42.705000
38,2019-12-13T00:00:00Z,43.595000,44.385000,44.575000,43.240000
39,2019-12-14T00:00:00Z,44.265000,43.320000,44.710000,43.055000
40,2019-12-15T00:00:00Z,43.230000,43.420000,44.060000,42.776854
41,2019-12-16T00:00:00Z,43.420000,39.915000,43.570000,38.830923
42,2019-12-17T00:00:00Z,39.915000,36.965000,40.165000,36.147445
