timestamp,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Open,High,Low,Close,Adj Close,Volume
2020-03-19,96,96,96,96,96,96,0.7,0.73,0.65,0.703,0.703,840100
2020-03-20,97,97,97,97,97,97,0.7559999999999999,0.76,0.69,0.705,0.705,592900
2020-03-23,98,98,98,98,98,98,0.7140000000000001,0.73,0.63,0.669,0.669,565600
2020-03-24,99,99,99,99,99,99,0.735,0.83,0.735,0.7979999999999999,0.7979999999999999,1173800
2020-03-25,100,100,100,100,100,100,0.75,0.84,0.735,0.773,0.773,719100
2020-03-26,101,101,101,101,101,101,0.82,0.93,0.76,0.816,0.816,1238000
2020-03-27,102,102,102,102,102,102,0.8,0.83,0.78,0.789,0.789,364600
2020-03-30,103,103,103,103,103,103,0.807,0.85,0.78,0.792,0.792,506900
2020-03-31,104,104,104,104,104,104,0.83,0.86,0.79,0.833,0.833,354400
2020-04-01,105,105,105,105,105,105,0.83,0.846,0.76,0.773,0.773,524600
2020-04-02,106,106,106,106,106,106,0.7979999999999999,0.882,0.76,0.78,0.78,995800
2020-04-03,107,107,107,107,107,107,0.91,0.95,0.85,0.9,0.9,1287600
2020-04-06,108,108,108,108,108,108,0.95,1.12,0.92,1.095,1.095,2570800
2020-04-07,109,109,109,109,109,109,1.19,1.19,0.99,1.02,1.02,1410400
2020-04-08,110,110,110,110,110,110,1.06,1.09,1.0,1.07,1.07,673600
2020-04-09,111,111,111,111,111,111,1.08,1.09,0.98,1.03,1.03,759800
2020-04-13,112,112,112,112,112,112,1.01,1.02,0.93,1.01,1.01,656500
2020-04-14,113,113,113,113,113,113,0.984,1.04,0.984,1.01,1.01,1078000
2020-04-15,114,114,114,114,114,114,1.05,1.25,1.02,1.13,1.13,2518900
2020-04-16,115,115,115,115,115,115,1.2,1.21,1.13,1.17,1.17,1027800
2020-04-17,116,116,116,116,116,116,1.2,1.2,1.11,1.14,1.14,720000
2020-04-20,117,117,117,117,117,117,1.1,1.18,1.1,1.1,1.1,1170200
2020-04-21,118,118,118,118,118,118,1.08,1.084,0.984,1.02,1.02,1030200
2020-04-22,119,119,119,119,119,119,1.05,1.08,1.02,1.07,1.07,503500
2020-04-23,120,120,120,120,120,120,1.07,1.2,1.07,1.15,1.15,4276500
2020-04-24,121,121,121,121,121,121,1.17,1.29,1.1,1.25,1.25,4470000
2020-04-27,122,122,122,122,122,122,1.27,1.3,1.15,1.24,1.24,2484600
2020-04-28,123,123,123,123,123,123,1.24,1.25,1.15,1.16,1.16,1071800
2020-04-29,124,124,124,124,124,124,1.26,1.38,1.17,1.21,1.21,7766400
2020-04-30,125,125,125,125,125,125,1.23,1.24,1.15,1.21,1.21,1655000
2020-05-01,126,126,126,126,126,126,1.18,1.2,1.07,1.07,1.07,2123000
2020-05-04,127,127,127,127,127,127,1.1,1.13,1.03,1.12,1.12,1039300
2020-05-05,128,128,128,128,128,128,1.15,1.18,1.1,1.15,1.15,2111400
2020-05-06,129,129,129,129,129,129,1.21,1.28,1.17,1.27,1.27,4860800
2020-05-07,130,130,130,130,130,130,1.35,1.59,1.27,1.54,1.54,10412300
2020-05-08,131,131,131,131,131,131,1.75,2.13,1.56,1.85,1.85,20202600
2020-05-11,132,132,132,132,132,132,1.8,1.87,1.5,1.59,1.59,9050000
2020-05-12,133,133,133,133,133,133,1.61,1.74,1.52,1.6,1.6,4215700
2020-05-13,134,134,134,134,134,134,1.64,1.91,1.6,1.89,1.89,8303700
2020-05-14,135,135,135,135,135,135,2.1,2.58,1.92,2.28,2.28,21548400
2020-05-15,136,136,136,136,136,136,2.27,2.34,2.01,2.08,2.08,6998700
2020-05-18,137,137,137,137,137,137,2.18,2.31,2.06,2.19,2.19,5543800
2020-05-19,138,138,138,138,138,138,2.2,2.415,2.15,2.23,2.23,5389200
2020-05-20,139,139,139,139,139,139,2.45,2.75,2.37,2.53,2.53,12852500
2020-05-21,140,140,140,140,140,140,2.43,2.52,2.15,2.33,2.33,6331400
2020-05-22,141,141,141,141,141,141,2.37,2.38,2.2,2.24,2.24,3030100
2020-05-26,142,142,142,142,142,142,2.17,2.17,1.93,1.95,1.95,5653900
2020-05-27,143,143,143,143,143,143,2.13,2.21,1.99,2.12,2.12,4581900
2020-05-28,144,144,144,144,144,144,2.22,2.35,2.18,2.21,2.21,4949300
2020-05-29,145,145,145,145,145,145,2.2,2.21,2.06,2.14,2.14,2461500
2020-06-01,146,146,146,146,146,146,2.14,2.32,2.14,2.27,2.27,4076800
2020-06-02,147,147,147,147,147,147,2.62,2.98,2.34,2.51,2.51,16278000
2020-06-03,148,148,148,148,148,148,2.6,2.65,2.32,2.41,2.41,5059300
2020-06-04,149,149,149,149,149,149,2.54,2.74,2.41,2.63,2.63,6913300
2020-06-05,150,150,150,150,150,150,2.57,2.68,2.42,2.6,2.6,4229500
2020-06-08,151,151,151,151,151,151,2.58,2.66,2.48,2.57,2.57,3545800
2020-06-09,152,152,152,152,152,152,2.55,2.65,2.43,2.62,2.62,3665000
2020-06-10,153,153,153,153,153,153,2.68,3.31,2.57,3.1,3.1,18090900
2020-06-11,154,154,154,154,154,154,2.68,2.819,2.16,2.18,2.18,11006000
2020-06-12,155,155,155,155,155,155,2.45,2.462,2.14,2.29,2.29,4839100
2020-06-15,156,156,156,156,156,156,2.1,2.375,2.05,2.31,2.31,4674200
2020-06-16,157,157,157,157,157,157,2.46,2.48,2.28,2.35,2.35,2646800
2020-06-17,158,158,158,158,158,158,2.35,2.35,2.21,2.27,2.27,1695700
2020-06-18,159,159,159,159,159,159,2.27,2.28,2.19,2.19,2.19,1934300
2020-06-19,160,160,160,160,160,160,2.25,2.32,2.11,2.11,2.11,3511000
2020-06-22,161,161,161,161,161,161,2.23,2.7,2.14,2.51,2.51,10076100
2020-06-23,162,162,162,162,162,162,2.568,2.84,2.41,2.6,2.6,7705100
2020-06-24,163,163,163,163,163,163,2.5,2.52,2.24,2.37,2.37,5062600
2020-06-25,164,164,164,164,164,164,2.22,2.38,2.22,2.33,2.33,1906300
2020-06-26,165,165,165,165,165,165,2.28,2.3,2.15,2.2,2.2,2817900
2020-06-29,166,166,166,166,166,166,2.1630000000000003,2.18,2.04,2.14,2.14,2961000
2020-06-30,167,167,167,167,167,167,2.1,2.36,2.08,2.22,2.22,3369000
2020-07-01,168,168,168,168,168,168,2.21,2.41,2.21,2.34,2.34,3538300
2020-07-02,169,169,169,169,169,169,2.38,2.385,2.19,2.29,2.29,3108700
2020-07-06,170,170,170,170,170,170,2.35,2.49,2.31,2.38,2.38,4540800
2020-07-07,171,171,171,171,171,171,2.38,2.385,2.23,2.29,2.29,2244000
2020-07-08,172,172,172,172,172,172,2.33,2.58,2.3080000000000003,2.54,2.54,9039500
2020-07-09,173,173,173,173,173,173,2.59,2.6,2.26,2.36,2.36,5068600
2020-07-10,174,174,174,174,174,174,2.3,2.39,2.25,2.33,2.33,1765900
2020-07-13,175,175,175,175,175,175,2.34,2.376,2.16,2.18,2.18,3641200
2020-07-14,176,176,176,176,176,176,2.15,2.25,2.09,2.25,2.25,1919500
2020-07-15,177,177,177,177,177,177,2.27,2.28,2.18,2.26,2.26,1526600
2020-07-16,178,178,178,178,178,178,2.2,2.23,2.16,2.22,2.22,1761600
2020-07-17,179,179,179,179,179,179,2.25,2.26,2.18,2.23,2.23,1595100
2020-07-20,180,180,180,180,180,180,2.22,2.27,2.15,2.26,2.26,2079900
2020-07-21,181,181,181,181,181,181,2.35,2.37,2.25,2.3,2.3,3807900
2020-07-22,182,182,182,182,182,182,2.3,2.37,2.24,2.34,2.34,5382500
2020-07-23,183,183,183,183,183,183,2.4,2.45,2.23,2.29,2.29,7573500
2020-07-24,184,184,184,184,184,184,2.25,2.285,2.06,2.22,2.22,8569200
2020-07-27,185,185,185,185,185,185,2.62,3.08,2.47,2.64,2.64,52558900
2020-07-28,186,186,186,186,186,186,2.87,3.2,2.66,2.77,2.77,43346200
2020-07-29,187,187,187,187,187,187,2.88,2.91,2.7,2.75,2.75,15147400
2020-07-30,188,188,188,188,188,188,2.5610000000000004,2.66,2.36,2.55,2.55,10283700
2020-07-31,189,189,189,189,189,189,2.6,2.8,2.43,2.64,2.64,14558800
2020-08-03,190,190,190,190,190,190,2.9,4.0,2.75,3.5,3.5,58695600
2020-08-04,191,191,191,191,191,191,3.2,3.67,3.03,3.4,3.4,14269800
2020-08-05,192,192,192,192,192,192,4.07,4.45,3.83,4.01,4.01,39855500
2020-08-06,193,193,193,193,193,193,4.37,4.58,4.02,4.25,4.25,27231000
2020-08-07,194,194,194,194,194,194,4.12,4.15,3.51,3.77,3.77,14667500
2020-08-10,195,195,195,195,195,195,4.255,4.28,4.0,4.13,4.13,12386000
