,timestamp,Open,High,Low,Close,Adj Close,Volume
0,2019-10-30,62.599998,63.757999,61.993999,63.001999,63.001999,48209000
1,2019-10-31,62.619999,63.799999,62.599998,62.984001,62.984001,25335000
2,2019-11-01,63.264,63.296001000000004,61.959998999999996,62.661999,62.661999,31919500
3,2019-11-04,62.959998999999996,64.388,61.852001,63.493999,63.493999,43935000
4,2019-11-05,63.924,64.702003,63.223999,63.444,63.444,34717000
5,2019-11-06,63.599998,65.344002,62.900002,65.316002,65.316002,39704500
6,2019-11-07,65.82800300000001,68.300003,65.603996,67.108002,67.108002,72336500
7,2019-11-08,66.900002,67.491997,66.5,67.428001,67.428001,30346000
8,2019-11-11,68.790001,69.837997,68.400002,69.01799799999999,69.01799799999999,49933500
9,2019-11-12,69.379997,70.07399699999999,68.807999,69.986,69.986,36797000
10,2019-11-13,71.0,71.265999,69.03600300000001,69.222,69.222,42100500
11,2019-11-14,69.222,70.76799799999998,68.582001,69.870003,69.870003,32324500
12,2019-11-15,70.127998,70.559998,69.67199699999999,70.433998,70.433998,24045000
13,2019-11-18,70.584,70.629997,69.220001,69.998001,69.998001,22002000
14,2019-11-19,70.349998,71.998001,69.559998,71.903999,71.903999,38624000
15,2019-11-20,72.0,72.239998,69.914001,70.444,70.444,33625500
16,2019-11-21,70.902,72.167999,70.800003,70.966003,70.966003,30550000
17,2019-11-22,68.031998,68.199997,66.0,66.608002,66.608002,84353000
18,2019-11-25,68.863998,68.914001,66.891998,67.26799799999999,67.26799799999999,61697500
19,2019-11-26,67.054001,67.099998,65.41999799999999,65.783997,65.783997,39737000
20,2019-11-27,66.22399899999999,66.78600300000001,65.71399699999999,66.258003,66.258003,27778000
21,2019-11-29,66.222,66.251999,65.5,65.987999,65.987999,12328000
22,2019-12-02,65.879997,67.27600100000001,65.737999,66.97399899999999,66.97399899999999,30372500
23,2019-12-03,66.524002,67.582001,66.438004,67.239998,67.239998,32868500
24,2019-12-04,67.550003,67.571999,66.57,66.606003,66.606003,27665000
25,2019-12-05,66.566002,66.884003,65.449997,66.07399699999999,66.07399699999999,18623000
26,2019-12-06,67.0,67.772003,66.954002,67.178001,67.178001,38062000
27,2019-12-09,67.318001,68.889999,67.015999,67.905998,67.905998,45115500
28,2019-12-10,67.991997,70.146004,67.862,69.76799799999999,69.76799799999999,44141500
29,2019-12-11,70.375999,71.438004,70.218002,70.540001,70.540001,34489000
30,2019-12-12,70.984001,72.547997,70.646004,71.935997,71.935997,38819500
31,2019-12-13,72.209999,73.042,70.928001,71.678001,71.678001,32854500
32,2019-12-16,72.510002,76.722,72.5,76.300003,76.300003,90871000
33,2019-12-17,75.797997,77.099998,75.18,75.797997,75.797997,42484000
34,2019-12-18,76.125999,79.043999,76.115997,78.629997,78.629997,70605000
