ticker,users
F.csv,911470.0
MSFT.csv,653838.0
DIS.csv,598367.0
GE.csv,856899.0
TSLA.csv,563621.0
AAL.csv,637705.0
DAL.csv,572679.0
AAPL.csv,730774.0
