U_GPRO,U_CCL,U_TSLA,U_DAL,U_DIS,U_AAL,U_MSFT,U_AAPL,U_GE,U_F
253767.16666666666,3328.0,120106.16666666667,15157.0,201899.0,10728.833333333334,245395.66666666666,215630.08333333334,298013.5833333333,321185.1666666667
254094.29166666666,3327.7083333333335,120386.58333333333,15159.541666666666,202025.875,10722.958333333334,245761.25,216256.95833333334,298665.9166666667,321614.4583333333
255107.04166666666,3339.75,121590.91666666667,15194.041666666666,202436.45833333334,10815.708333333334,247000.08333333334,218085.04166666666,301982.0416666667,322774.1666666667
255454.58333333334,3384.695652173913,122393.66666666667,15268.391304347826,202701.1739130435,11075.695652173914,247850.91304347827,218891.33333333334,302919.7826086957,323802.4347826087
255459.69565217392,3384.0,122392.0,15267.0,202697.0,11075.0,247845.0,218886.0,302916.0,323800.0
255466.0,3384.0,122391.0,15267.333333333334,202693.33333333334,11075.666666666666,247843.66666666666,218882.33333333334,302912.3333333333,323800.3333333333
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
491429.82608695654,502644.1304347826,297878.9130434783,599110.9565217391,612175.5652173914,645521.0869565217,478275.2173913043,449304.47826086957,822246.0869565217,910115.3913043478
490661.7916666667,501568.9166666667,303353.375,599062.9166666666,613456.5833333334,644078.875,480490.375,454073.2083333333,823187.1666666666,914201.2083333334
490964.9166666667,501784.3333333333,306009.2083333333,599367.8333333334,615651.2916666666,643380.2916666666,482159.9166666667,456776.6666666667,825211.5833333334,916877.375
490961.0,501783.0,306002.0,599355.0,615640.0,643383.0,482140.0,456763.0,825212.0,916878.0
491823.1666666667,500792.04347826086,306539.9166666667,599280.8695652174,616659.8260869565,643522.8260869565,482906.652173913,458876.8695652174,825732.4782608695,916830.7391304348
493644.25,498475.7083333333,307788.7083333333,598630.125,619151.3333333334,644799.25,486266.9583333333,468865.4166666667,826614.6666666666,917081.4583333334
494150.0833333333,497344.0,310956.625,597128.4166666666,620876.2916666666,646274.375,490003.5416666667,479081.5833333333,826792.7083333334,917864.3333333334
493361.0416666667,495765.4583333333,317237.7916666667,595638.7083333334,622727.125,645479.0833333334,491780.7083333333,481858.0,828576.375,919550.9166666666
492520.375,494532.5,318925.625,594584.5833333334,622955.7916666666,646965.9583333334,492073.1666666667,483303.0833333333,830124.375,923258.875
491813.5,493436.5416666667,319373.3333333333,593900.875,622503.9583333334,649167.625,491710.4583333333,484149.1666666667,830589.3333333334,925653.2916666666
491813.0,493442.0,319371.0,593902.0,622500.0,649206.0,491705.0,484144.0,830611.0,925665.0
491448.9583333333,493197.5,318691.875,593855.4583333334,622846.5,651349.2083333334,491712.2916666667,484804.4583333333,831541.875,926014.4583333334
490832.4583333333,492394.1666666667,314639.25,593245.4166666666,623645.25,655143.3333333334,491778.6666666667,486580.0,833830.25,926203.875
490919.2083333333,491545.0416666667,320043.7083333333,592366.7083333334,624590.5,654876.2083333334,492746.5,490655.7916666667,834920.7916666666,925595.1666666666
489890.2916666667,491317.75,330605.2083333333,592380.6666666666,624886.9565217391,656943.304347826,494874.2083333333,493443.5,835899.75,925102.8333333334
488803.9166666667,491379.7916666667,340546.3333333333,592333.5,624807.2916666666,658884.7916666666,496457.9166666667,494999.5,835765.4583333334,923981.9166666666
488804.0,491379.0,340541.0,592328.0,624802.0,658890.0,496445.0,494993.0,835759.0,923972.0
488804.0,491379.0,340541.0,592328.0,624802.0,658890.0,496445.0,494993.0,835759.0,923972.0
489222.0,491394.5,352422.6666666667,592319.0833333334,625076.6666666666,659031.5,498644.7916666667,497931.5416666667,836635.9583333334,925015.625
489103.0833333333,491179.5,380598.9583333333,591376.875,625479.0,658833.8333333334,504929.25,504404.5416666667,837552.7083333334,926133.75
488233.5,490998.9166666667,393285.2083333333,590473.0833333334,627224.5416666666,659288.5,510520.875,510144.9583333333,838647.75,925824.1666666666
487437.3,492154.5,397286.4,589326.9,629252.4,659218.9,517716.8,519330.0,839995.4,925751.0
486936.4166666667,492609.125,401202.25,589076.9583333334,629620.5833333334,659691.875,521198.0,522420.6666666667,839913.0,926755.125
486690.7916666667,492251.4583333333,408519.875,588471.6666666666,630179.625,659925.75,523882.7916666667,524554.8333333334,839549.5833333334,927502.7083333334
486691.0,492241.0,408515.0,588466.0,630168.0,659935.0,523875.0,524547.0,839550.0,927498.0
486435.4583333333,492127.875,425313.5416666667,588117.2083333334,630862.75,659712.1666666666,525055.625,529265.625,839660.7916666666,928209.3333333334
486580.2916666667,491321.8333333333,465656.5,586768.1666666666,629775.4583333334,658249.9583333334,528486.3333333334,538902.9166666666,839366.875,932079.8333333334
486605.24,489084.2244897959,482978.57,584824.112244898,625650.6428571428,654201.7959183673,532548.86,544621.26,838120.48,939820.0918367347
486118.8358208955,487837.4701492537,484092.0746268657,582976.3134328359,623371.9253731343,651246.5597014925,536418.1119402985,549637.3358208955,838913.9029850747,942609.604477612
485902.82278481015,488292.54777070065,483773.3164556962,583077.467948718,621460.4935897436,653067.2564102564,540355.5189873418,552905.9050632912,840238.911392405,943957.2948717949
485502.56910569104,488292.3278688525,483504.2845528455,582995.9173553719,619936.6033057851,655040.7272727273,542276.7540983607,553172.0163934426,840931.8032786886,942337.7355371901
485508.0,488293.0,483494.0,582985.0,619926.0,655044.0,542272.0,553160.0,840895.0,942282.0
485355.4666666667,488302.68333333335,483591.7833333333,582969.8571428572,619878.1355932204,655190.512605042,542624.9083333333,553304.7583333333,841125.7,942130.0756302521
482864.125,488334.125,485868.5,582452.8333333334,618621.7916666666,657663.4166666666,549244.9166666666,556951.25,843032.375,939317.1666666666
481999.2916666667,488086.0833333333,494887.3333333333,581829.6666666666,617506.4166666666,658408.0833333334,554384.7083333334,561072.9583333334,841108.3333333334,938926.7916666666
482422.0,487929.7916666667,511331.0833333333,581049.375,616495.0,657613.0,563801.9583333334,564078.1666666666,839885.7083333334,938208.875
482314.0416666667,487859.4583333333,529146.1666666666,579767.7083333334,615459.7916666666,655655.4583333334,567982.75,570596.125,838863.9166666666,936970.5416666666
481679.7083333333,487744.1666666667,533417.5416666666,580450.6666666666,614665.8333333334,656682.25,568890.5416666666,571530.7083333334,839751.0,936388.5416666666
481671.0,487744.0,533413.0,580448.0,614657.0,656691.0,568888.0,571522.0,839754.0,936384.0
481178.75,488201.5416666667,534581.0,580674.5833333334,614261.125,656910.25,569634.9166666666,572684.7083333334,839716.3333333334,935642.5833333334
480170.5833333333,489215.9583333333,533181.0,581166.4166666666,613231.5833333334,656650.25,570881.3333333334,575189.1666666666,843684.9166666666,933855.7083333334
479615.0416666667,488562.8333333333,531001.4166666666,581018.375,612326.4166666666,654599.875,570332.1666666666,575854.7916666666,851163.625,932841.2083333334
479001.3333333333,487461.1666666667,530754.2916666666,581050.9583333334,611751.625,655261.4166666666,569421.75,575826.7916666666,855361.0416666666,930983.4583333334
478091.0833333333,486976.125,531569.1666666666,581116.4583333334,611633.9583333334,655769.3333333334,571354.75,589233.0416666666,856884.9166666666,928678.125
477817.2916666667,487130.5833333333,537250.0,580788.7083333334,611425.8333333334,656252.9583333334,578744.0,612392.9583333334,858088.4583333334,928492.25
477815.0,487136.0,537245.0,580791.0,611420.0,656259.0,578734.0,612379.0,858107.0,928491.0
478084.25,486939.1666666667,538129.7083333334,580563.8333333334,611141.8333333334,655832.2916666666,595574.1666666666,625392.5833333334,858179.125,927625.0416666666
478031.4583333333,486621.1666666667,538575.625,579538.5,610129.4166666666,653217.875,628153.4166666666,651084.0,859383.125,926090.4166666666
477000.7916666667,486367.25,538723.625,578579.125,608198.9166666666,649171.5416666666,634661.5416666666,659609.3333333334,861833.7916666666,926038.1666666666
476316.8333333333,486434.875,536258.5416666666,577614.8333333334,605435.4583333334,643931.6666666666,637843.4583333334,665462.375,862544.0416666666,924069.6666666666
475911.9166666667,486509.0,535743.5416666666,577541.4166666666,604722.0,643510.125,639795.25,676672.6666666666,861459.0833333334,921764.7916666666
476084.4166666667,485917.125,540768.6666666666,577026.75,603825.0416666666,641843.0,643737.1666666666,683298.125,860702.2916666666,920479.375
476110.0,485908.0,540766.0,577005.0,603808.0,641785.0,643729.0,683300.0,860703.0,920470.0
475840.9583333333,485316.6666666667,541124.9166666666,576101.8333333334,603214.4583333334,640821.8333333334,645807.5,688717.5,860856.4583333334,918952.75
