ABB,TSLA,AMD,RIOT,U_ABB,U_TSLA,U_AMD,U_RIOT
,,,,,,,
-0.008206811653672541,0.029076794347340895,-0.010995723885155795,-0.022185702547247388,-0.0019998835019320316,0.010003883323100204,0.013278978794303953,0.0003625844808510248
0.006206040546131497,0.019537210615471423,-0.0037059913526867883,0.0840336134453783,0.002490272373540936,0.006580124200615378,0.005549538776034257,-0.00024785393141646406
-0.0016447368421051989,0.03936618534200598,-0.0030998140111593298,0.15116279069767447,0.0,0.0,0.0,0.0
0.0032948929159801743,0.04885222840335057,-0.008291873963515717,-0.09090909090909094,0.0,0.0,0.0,0.0
-0.00738916256157629,-0.02154077506147245,0.02341137123745818,-0.022222222222222254,0.0,0.0,0.0,0.0
-0.008891645988420183,-0.007331408751999113,-0.016135620915032622,0.06818181818181812,0.0,0.0,0.0,0.0
0.0010431879824743806,0.09810444388651773,0.01204068922565904,-0.03546099290780125,0.0,0.0,0.0,0.0
-0.004585243851604859,0.025054777555491903,-0.011282051282051175,0.04411764705882337,0.0,0.0,0.0,0.0
-0.0008375209380234727,-0.036236059479553884,0.007261410788381717,-0.021126760563380254,0.0,0.0,0.0,0.0
0.005029337803855949,-0.009672037878130313,0.02471678681771383,0.02877697841726623,0.014383955724814435,0.08961635491267872,0.05229679314217428,0.011272701270907293
-0.002502085070892335,-0.006426610060565996,0.023517587939698492,0.0,-0.0015339149380583228,-0.0057059687375439205,0.0027827493740266718,0.0006650577510161071
-0.0071070234113712605,0.07273897959583686,0.0025530243519245044,-0.020979020979021046,-0.0037080944093665913,-0.00274470987525699,0.008154184336810477,0.0021854294699339416
0.00505263157894742,0.04043353132930383,0.007443682664054929,-0.042857142857142705,-0.0006438686976123487,0.01274966654501175,0.01109014513275386,0.0026716302738898356
-0.001885211562630995,0.00441178020125399,0.0052498541707175495,-0.059701492537313494,0.002331134959828285,0.0331687539477199,0.004559119985096283,-0.00032837653082340434
0.003357817418677911,-0.01220787694980352,-0.026112185686653744,0.0,0.0006310981107127134,-0.0009649370335967911,0.003448251887213649,-0.0010351648191272433
-0.028236770550094104,-0.013133673180402261,-0.021666335650446955,-0.007936507936507908,0.000481443493186573,-0.007461117235675774,0.004803909138620721,0.0015280583540260295
0.00516573396470088,0.016644545682821033,0.025800308978442654,0.04800000000000004,0.0016101038107609877,-0.0007426332060771479,0.00674809232711171,0.000340392647518728
0.007708779443254876,0.02501676017077714,-0.059766475361171634,0.003816793893129722,0.0009757104704055664,0.010125080989231039,0.009243998889697291,-9.945453799775628e-05
0.002974925626859415,0.10314974182444048,0.026312355293622414,0.07604562737642584,0.001300788124569685,0.0028294560698662874,-0.000686512076094159,0.002206446912939697
-0.017796610169491633,0.014900223113288646,-0.03671239394504944,-0.035335689045936425,-0.0016429772275715626,0.012762634146721963,-0.0021551959223404804,0.008082081103200078
0.002804141501294266,0.19954495142048945,0.022354694485842153,0.00366300366300365,-0.001014198782961273,0.03192784344117072,-0.0013399864055547717,-0.00043575019064068243
0.03678210367821033,0.137694161070385,0.030195751770095702,0.007299270072992581,0.004461508351274013,0.08622484908806904,-0.0017677055200624459,-0.0008847418916146932
0.0439834024896264,-0.17235164240976886,0.007681423084697769,0.05797101449275366,0.0018133245776370543,0.005210018204537814,-0.003552293979688259,-0.0023895182344597643
-0.01748807631160576,0.018755444250871056,-0.010631895687061244,-0.023972602739726012,-0.0013705670721261276,-0.05755136542842754,0.00016529012929611397,0.00274138079158992
-0.018001618122977403,-0.0006936539746158488,0.008313057583130501,-0.007017543859649145,0.0020967957149120586,0.017072976807053664,-0.00041062637686917203,0.0024768541356194884
0.004737384140061973,0.030570169715586237,0.051055700784234936,0.0459363957597172,0.0007418538738086511,0.005618684842634947,6.230171598287093e-05,0.0008572464518801226
0.010865108651086475,0.0041166421287137656,0.02929078421243947,0.12162162162162149,-0.0015776468352024509,0.014525758030776936,0.006966791071553624,0.004657770325345201
0.0030419793145406437,-0.008501072323712444,0.0016728624535315983,-0.036144578313252906,-0.0004759457041140225,-0.0002110537875281704,0.004603285018916381,0.01099288862102088
-0.01657905378083302,0.04745647868237257,0.012061606977175732,0.006250000000000089,-0.0008571102053255286,-0.008054006754071419,0.0036373337766753,0.010129445963125372
-0.005345394736842035,-0.004836165501455492,0.014301430143014215,0.012422360248447006,-0.000724402844234362,-0.018618503666336217,0.00619715817952482,-0.0022522352110366795
-0.0008267879288962332,0.0733620309900691,0.028561099060014472,-0.07668711656441718,0.0049981876800395675,-0.001200258264389742,0.015498574764010176,0.0019951980723709184
0.010757136946627943,0.06789648987957997,0.035325131810193255,-0.009966777408637828,0.004774429853845685,0.001782385094458272,0.018109449387446963,0.0013162224415925738
-0.005321326238231672,-0.01939015878555239,-0.02800882702427432,-0.046979865771812124,0.00550660069259612,0.0006803850891738961,0.009620722025230455,-0.0032527111403219955
-0.012345679012345734,0.002024066371583144,-0.06968215158924196,-0.002887323943661979,0.004546820983015287,0.005261572230949696,-0.004778798341107726,0.00010879950624786972
-0.04999999999999993,-0.07529411764705884,-0.07827858081471761,-0.05360548061303749,0.0027681143156397248,0.0026454220530878203,-0.00103587223941759,0.0016351116491157835
-0.021052631578947434,-0.04086850064813474,-0.031162869322058362,-0.059701492537313494,0.001753273398739319,-0.0011860535648395842,0.003133941586136224,0.0015997496921618115
0.0044802867383513245,-0.025415775049742906,-0.001891948707168467,-0.007936507936507908,-0.0009495792060773001,-0.00647691574501108,-0.00041936853365709403,-0.000869135852231806
-0.02140945584299736,-0.12833846944016425,-0.07308340353833187,-0.016000000000000014,0.0008200234824904395,-0.006570169571004092,-0.0023905337844092323,-0.0020373120592233063
-0.013673655423883324,-0.016822567577520875,0.03317427857305155,-0.06504065040650409,-0.007876948287741437,-0.013307766251118291,-0.017788883577239067,-0.0019050362184274139
0.01663585951940849,0.1142591732466327,0.0433252694084012,0.026086956521739202,-0.005625479291908042,0.0134580655649843,0.0008359540235853835,-0.00029255700974173404
-0.017272727272727217,0.002447256249243468,-0.014755480607082538,-0.03389830508474578,0.004789024074553394,0.029019778356465187,0.010950909011271825,0.0011155869636934046
0.030064754856614195,0.005352040884763376,0.07210098416773625,0.021929824561403688,0.0009017132551849549,0.020287792564298135,0.011397631573970557,0.00104966562458908
-0.040862146385271636,-0.03452968645763843,-0.03931351027738972,0.09871244635193133,0.004654654654654644,0.007969640572754066,0.006234163928751979,-6.821989039340615e-05
-0.015683520599250933,-0.027956662336585558,0.009555463232239214,0.03117187500000007,0.003661635032132571,0.002883056480671886,0.0031325579142496007,0.002178131759283497
-0.09536266349583822,-0.1378040631797437,-0.10987654320987661,-0.19312069096143658,0.0021591839773658084,0.008423113158553486,-0.0003324713629627718,-0.0007690096668296897
0.04942166140904325,0.06354912112917588,0.04900601017105877,0.0046948356807512415,-0.0014858841010402246,0.011741969414460929,-0.00314646093398685,-0.0029598116621121218
